International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total_Minutes,Total_Calls,Avg_Daily_Usage,Call_Frequency,Intl_Usage_Rate,High_Service_Calls,log_Total_Minutes,log_Avg_Daily_Usage,log_Call_Frequency,Churn
0,0,0,121.1,130,216.0,235.1,33,16.1,5,2,588.3000000000001,254,392.20000000000005,169.33333333333334,0.027320549804853215,0,6.378935391843868,5.974318388273011,5.137757301535594,0
0,0,0,301.5,136,257.7,132.9,118,13.4,2,4,705.5,328,179.36440677966104,83.38983050847457,0.018966737438075018,1,6.560323202124582,5.194979286497139,4.435446902736463,1
0,0,0,233.9,96,218.9,182.9,109,9.5,3,0,645.2,319,85.26872246696036,42.158590308370044,0.014701330857319714,0,6.471109053390398,4.457467104435434,3.7648814778632396,0
1,0,0,99.6,108,308.7,161.2,62,13.7,6,2,583.2,278,218.7,104.24999999999999,0.023450872988702496,0,6.37024338995364,5.392262979390565,4.65633847256249,1
0,0,0,169.8,123,183.1,395.0,72,12.7,7,2,760.6,296,112.96039603960396,43.96039603960396,0.016675420168067227,0,6.635421483477155,4.735850984874669,3.8057820142566916,0
1,1,26,198.8,115,166.6,198.5,118,14.4,3,1,578.3,303,79.58256880733944,41.69724770642202,0.024857586742620407,0,6.361820478102579,4.3892823582242935,3.754134461633093,1
1,0,0,116.2,86,229.7,204.2,109,10.1,3,3,560.1999999999999,325,146.13913043478257,84.78260869565217,0.017997148966500356,0,6.330077348228306,4.9913786047053765,4.451816290093466,0
1,0,0,255.9,128,140.9,308.9,130,12.1,2,1,717.8000000000001,352,161.90977443609023,79.3984962406015,0.016833611574846963,0,6.577583154909404,5.093196516484953,4.3869954725349025,1
0,1,27,187.7,84,221.0,145.7,110,10.0,4,3,564.4,345,102.0,62.34939759036145,0.017686593562079946,0,6.33753344525949,4.634728988229636,4.148665397493229,0
0,1,21,195.9,91,213.9,88.2,111,8.6,4,0,506.6,290,82.15135135135135,47.027027027027025,0.0169424743892829,0,6.2296937358402324,4.420662457477427,3.8717639155104266,0
0,0,0,129.4,97,185.4,204.7,106,1.1,2,2,520.6,306,89.2457142857143,52.45714285714286,0.0021088957055214724,0,6.256901010612443,4.502536108946541,3.978880264784676,0
0,1,12,221.0,108,151.0,179.0,80,9.0,6,2,560.0,312,115.06849315068492,64.10958904109589,0.016042780748663103,0,6.329720905522696,4.754180475050073,4.176071835465618,0
0,0,0,140.5,92,186.8,227.0,89,9.5,5,2,563.8,282,92.93406593406593,46.48351648351648,0.016820113314447594,0,6.336471686179032,4.542593109922188,3.860382629415083,0
1,0,0,277.9,123,155.8,256.9,71,9.2,10,0,699.8,316,220.9894736842105,99.78947368421053,0.013127853881278538,0,6.552222539622182,5.402629964911224,4.613033922448306,1
0,0,0,224.9,105,250.0,216.1,73,6.7,5,3,697.7,284,99.67142857142858,40.57142857142857,0.0095892371547159,0,6.549221465558405,4.6118620312776635,3.7274131181161794,1
0,0,0,109.1,117,217.4,188.4,141,12.8,6,0,527.6999999999999,388,163.2061855670103,120.0,0.024210327217703807,0,6.270421163241404,5.101122867240649,4.795790545596741,0
0,0,0,207.8,109,123.5,291.6,115,5.7,9,0,628.6000000000001,345,209.5333333333334,115.0,0.009053367217280811,0,6.445084697103193,5.349643993713378,4.7535901911063645,0
0,0,0,308.6,139,150.8,198.7,66,7.3,3,4,665.4,302,269.7567567567567,122.43243243243242,0.010954381752701081,1,6.5018900908526325,5.601220841273338,4.815693900540775,1
0,0,0,242.6,69,209.0,219.7,82,14.4,6,2,685.6999999999999,274,374.01818181818174,149.45454545454544,0.020969855832241157,0,6.531897515626631,5.926974509643543,5.013661015012793,0
0,0,0,229.6,82,138.1,250.8,109,3.3,3,1,621.8,297,106.59428571428572,50.91428571428572,0.005298651252408478,0,6.434225439959843,4.678367539572914,3.9495940069067577,0
0,1,28,166.0,62,233.9,170.1,84,7.7,3,2,577.7,237,114.01973684210527,46.776315789473685,0.013305685156385,0,6.360784208579793,4.745103738351372,3.8665300311280046,0
0,0,0,144.8,126,200.6,208.8,81,13.3,9,0,567.5,298,112.74834437086093,59.205298013245034,0.023394898856640284,0,6.343001313190591,4.733988502743693,4.097760355306934,1
1,0,0,106.1,77,123.5,96.4,92,12.9,3,0,338.9,272,119.61176470588235,96.00000000000001,0.03795233892321271,0,5.828651456702071,4.792576830993645,4.574710978503383,0
0,0,0,221.8,84,166.0,210.2,72,13.2,4,1,611.2,285,171.3644859813084,79.90654205607476,0.021561581182620058,0,6.417059026511312,5.1496113392208995,4.393294686753867,0
0,0,0,204.6,98,212.5,182.1,95,9.8,7,2,609.0,290,435.0,207.14285714285717,0.016065573770491805,0,6.413458957167357,6.077642243349034,5.338224657139891,0
0,0,0,213.5,93,166.6,122.0,78,14.1,3,3,516.2,288,164.74468085106383,91.91489361702128,0.027262180974477954,0,6.248429646897702,5.110448537154736,4.531683951775502,0
0,1,44,152.0,95,274.9,162.4,121,10.0,1,2,599.3,290,147.36885245901638,71.31147540983606,0.01665833749791771,0,6.3974295302577975,4.999701419613296,4.280982835931629,0
1,1,29,260.8,81,163.7,271.7,117,17.0,6,1,713.2,316,138.03870967741935,61.16129032258064,0.02380285634276113,0,6.571163035160348,4.934752381248325,4.12973246392922,1
0,0,0,166.4,117,317.0,160.4,121,10.0,2,1,653.8,369,103.23157894736842,58.26315789473684,0.015271838729383019,0,6.48432984549698,4.646615144320828,4.081987829533195,0
0,0,0,177.9,83,167.3,223.7,142,15.2,8,0,584.1000000000001,317,160.7614678899083,87.24770642201835,0.02597846521962057,0,6.371782772794191,5.0861228297234975,4.480147705923472,0
0,0,0,235.1,97,196.8,259.7,110,7.0,7,3,698.5999999999999,318,317.5454545454545,144.54545454545453,0.010005717552887365,0,6.550508743144447,5.763765179257911,4.980488440198344,0
1,0,0,268.4,81,174.4,193.5,96,11.6,4,1,647.9,296,115.69642857142857,52.85714285714286,0.01787640622592079,0,6.4752786216271225,4.7595759353231735,3.9863350383926974,0
0,0,0,179.9,113,149.8,168.2,79,9.8,7,2,507.70000000000005,311,149.32352941176472,91.47058823529412,0.019264792608610182,0,6.231858451828719,5.012789834152119,4.526890628932936,0
0,0,0,314.1,86,222.4,259.0,121,12.3,5,3,807.8,311,233.01923076923075,89.71153846153845,0.015207715133531158,0,6.695551667706262,5.455403294755373,4.507684564702834,1
0,1,41,162.0,82,324.7,160.1,112,11.9,5,0,658.6999999999999,276,120.49390243902438,50.48780487804878,0.01803850234955283,0,6.491785186228825,4.7998640758342175,3.9413449811440127,0
0,0,0,175.8,89,274.3,226.6,69,12.4,4,1,689.1,281,118.13142857142859,48.17142857142857,0.017968410375307928,0,6.536836514626557,4.780227325441112,3.895312734722126,0
0,0,0,109.4,91,207.5,135.0,107,11.6,5,0,463.5,314,83.76506024096386,56.74698795180723,0.024973089343379978,0,6.140961558253893,4.439883432431713,4.056071191363033,0
1,0,0,208.7,84,173.3,264.7,107,8.3,3,3,655.0,282,204.6875,88.125,0.012652439024390245,0,6.486160788944089,5.326358026703558,4.49003987873446,0
0,1,20,214.6,108,96.6,170.7,145,7.9,5,1,489.79999999999995,340,80.73626373626374,56.043956043956044,0.016096169519152406,0,6.196036712836756,4.403497767968165,4.043822129310379,0
0,0,0,49.2,121,143.9,203.0,97,12.1,13,1,408.20000000000005,367,63.78125000000001,57.34375,0.029569892473118274,0,6.014204034077472,4.171016209636053,4.066352240741996,0
0,0,0,141.3,133,134.9,227.5,97,11.2,3,2,514.9000000000001,329,151.44117647058826,96.76470588235294,0.021709633649932152,0,6.245912948250605,5.026778793573546,4.582563631359178,0
0,0,0,253.2,89,237.9,154.3,85,9.7,7,4,655.1000000000001,295,150.0229007633588,67.55725190839694,0.014784331656759636,1,6.486313216350832,5.017431486000101,4.227669190469798,0
0,0,0,206.0,128,198.1,135.9,116,13.2,3,0,553.2,318,107.07096774193549,61.54838709677419,0.023818116203536625,0,6.317525632428878,4.68278812004444,4.135940450757506,0
0,0,0,40.4,105,172.4,145.1,89,9.0,2,2,366.9,279,144.82894736842104,110.13157894736842,0.02446316933949443,0,5.907811162110729,4.982434341489322,4.710714895207558,0
0,0,0,291.2,104,234.2,191.7,87,8.9,3,1,725.9999999999999,326,134.44444444444443,60.37037037037037,0.01224209078404402,0,6.588926477533519,4.908561552145052,4.116927151422233,1
0,1,31,71.2,58,124.7,155.5,108,11.7,3,0,363.09999999999997,274,48.84753363228699,36.8609865470852,0.03213402911288108,0,5.897428555181388,3.9089690194022753,3.633921203209381,0
0,0,0,261.8,69,245.0,202.1,94,14.7,4,0,723.6,302,233.41935483870967,97.41935483870968,0.020287054926856195,0,6.585619778460977,5.45711162613149,4.589237480231524,1
0,0,0,191.3,134,261.5,182.3,111,10.0,3,1,645.1,361,125.66883116883116,70.32467532467533,0.01547748026621266,0,6.47095429056412,4.841576052081304,4.267242345034178,0
0,0,0,133.3,101,255.5,228.6,68,11.6,2,0,629.0,298,108.44827586206897,51.37931034482759,0.018412698412698412,0,6.4457198193855785,4.69545207109988,3.958511672609299,0
0,1,28,283.1,93,185.4,312.8,78,6.1,8,1,787.4,277,186.0,65.43307086614173,0.007737189244038559,0,6.670005575278565,5.231108616854587,4.1961949877070355,0
0,1,50,186.5,94,178.0,215.6,100,12.1,4,2,592.2,304,106.38323353293414,54.61077844311377,0.02039784221173297,0,6.385531610263777,4.676404057531669,4.018377039359253,0
0,1,38,163.3,104,136.0,249.1,127,4.3,6,0,552.6999999999999,351,96.40116279069767,61.22093023255814,0.007765938233700561,0,6.316623023828921,4.578838148880079,4.130691442057797,0
0,1,19,178.1,110,212.8,226.3,123,10.0,6,1,627.2,339,126.28187919463087,68.25503355704697,0.015918497293855458,0,6.4428585871045465,4.84640414817754,4.237795829170255,0
0,0,0,195.9,103,89.1,302.2,82,10.3,3,1,597.5,283,95.34574468085107,45.159574468085104,0.01720969089390142,0,6.394426524998027,4.567943228662967,3.832104403528347,0
0,0,0,295.3,127,127.4,166.8,105,9.6,6,1,599.1,338,224.6625,126.74999999999999,0.015997333777703716,0,6.397096307995467,5.419040520262777,4.850075229083814,0
0,0,0,136.1,82,156.3,158.8,83,10.1,5,2,461.3,288,108.1171875,67.5,0.021847285312567594,0,6.1362140309941795,4.692422419386154,4.22683374526818,0
0,1,24,114.1,95,161.5,176.3,90,13.0,9,2,464.90000000000003,280,106.46564885496183,64.12213740458014,0.02790298347284825,0,6.143971018822751,4.677171250966925,4.176264543707543,0
0,0,0,169.3,111,139.5,197.0,87,12.0,3,0,517.8,270,191.77777777777774,100.0,0.023130300693909023,0,6.251518452442289,5.26153811504474,4.61512051684126,0
0,0,0,214.4,94,138.0,148.7,102,9.9,1,2,510.99999999999994,346,104.28571428571426,70.61224489795917,0.019335937500000004,0,6.238324625039508,4.656677743134023,4.271266077472588,0
1,0,0,255.8,125,142.7,181.2,101,11.7,3,0,591.4000000000001,340,145.42622950819674,83.60655737704919,0.019750168804861575,0,6.384182082393644,4.986521748786737,4.438011773975416,0
0,0,0,148.2,71,285.1,166.4,155,6.2,3,2,605.9000000000001,320,156.69827586206898,82.75862068965517,0.010215851046300873,0,6.40836403284181,5.060683560884934,4.427939099015698,0
0,0,0,119.3,93,223.9,211.9,122,8.7,4,2,563.8000000000001,322,111.2763157894737,63.55263157894737,0.015403682719546738,0,6.336471686179032,4.720962938250254,4.167480884532104,0
0,1,27,192.3,137,199.9,244.2,112,14.8,8,1,651.2,372,105.03225806451613,60.0,0.02269242563630788,0,6.480351263355219,4.663743369179073,4.110873864173311,0
0,0,0,245.2,91,217.2,243.1,128,13.9,6,0,719.4,317,137.46496815286625,60.57324840764331,0.01929483620210994,0,6.579806613301801,4.930617356108871,4.120227497116297,1
1,0,0,216.2,106,363.7,126.7,123,16.9,2,5,723.5,317,135.65625,59.4375,0.023326432022084193,1,6.585481761760737,4.917468648613194,4.1016097732135135,1
0,0,0,172.4,114,256.6,235.3,104,0.0,0,2,664.3,287,106.00531914893617,45.797872340425535,0.0,0,6.500238066747841,4.672878544898623,3.845837739078716,0
1,1,30,175.3,107,153.3,233.6,85,11.1,3,1,573.3000000000001,311,98.28000000000002,53.31428571428572,0.019327877415984674,0,6.3531519078702505,4.5979441408963515,3.9947872809990157,0
1,1,26,169.0,104,188.8,213.3,76,13.3,3,0,584.4,287,146.1,71.75,0.022719508028698328,0,6.372295374257785,4.991112627607392,4.287028906051602,1
0,1,27,2.6,113,254.0,242.7,156,9.2,5,3,508.5,376,97.1656050955414,71.84713375796179,0.018056918547595682,0,6.23342985266278,4.58665590039774,4.288363187432909,0
0,0,0,184.1,143,211.7,243.0,116,9.9,2,1,648.6999999999999,366,140.0071942446043,78.9928057553957,0.015237802062490383,0,6.476510717886486,4.948810912087917,4.381936702572558,0
0,0,0,181.9,90,151.5,143.0,100,7.5,3,1,483.9,280,123.02542372881356,71.1864406779661,0.015467106619921634,0,6.183942684111306,4.820486574660322,4.279252226017494,0
0,1,9,160.1,116,210.0,139.1,65,10.8,9,0,520.0,311,119.08396946564885,71.22137404580153,0.020729366602687142,0,6.255750041753367,4.788191243621354,4.279736041503293,0
0,0,0,223.2,142,216.5,214.7,111,12.4,2,1,666.8,369,392.235294117647,217.05882352941177,0.018568433662773286,0,6.5039887275095545,5.974408145479828,5.384764859094516,0
0,1,31,216.0,94,225.1,234.7,109,10.7,1,2,686.5,327,117.6857142857143,56.05714285714286,0.015563636363636363,0,6.533061829540727,4.776478942946644,4.044053271926401,0
0,0,0,159.5,115,195.4,102.4,86,7.1,7,1,464.4,326,221.1428571428571,155.23809523809524,0.015255694026643746,0,6.142897250868192,5.403320675558021,5.051381095237678,0
0,1,40,105.0,78,180.6,174.1,115,10.2,2,2,469.90000000000003,295,154.91208791208794,97.25274725274726,0.02166064981949458,0,6.154645757249509,5.049292309376662,4.587543212218468,1
0,0,0,204.5,108,162.4,155.0,102,13.4,1,3,535.3,321,117.21897810218978,70.2919708029197,0.02498601528994966,0,6.28469370598888,4.772538651323927,4.266783709619352,0
0,0,0,274.0,92,231.8,283.6,83,6.2,1,0,795.6000000000001,258,134.84745762711867,43.728813559322035,0.007783078081847852,0,6.680352670747544,4.911532621137934,3.8006178925976046,1
0,0,0,229.9,116,202.4,171.4,105,14.2,6,1,617.9000000000001,337,148.29600000000005,80.88000000000001,0.022943932783971558,0,6.427943708745316,5.005930912491666,4.405254760793089,0
0,0,0,179.4,94,270.4,191.0,88,7.9,4,0,648.6999999999999,278,123.17088607594935,52.78481012658228,0.012159458211482224,0,6.476510717886486,4.821658730393862,3.98499108764779,0
0,0,0,7.8,86,171.4,186.5,80,12.9,2,2,378.6,268,69.25609756097562,49.02439024390244,0.03398314014752371,0,5.939118066735773,4.25214710246813,3.9125106913680727,0
0,1,23,183.1,88,147.4,350.2,108,11.3,7,1,692.0,292,164.76190476190476,69.52380952380952,0.016305916305916306,0,6.541029999189903,5.110552450088016,4.255950376544376,0
0,0,0,206.9,79,262.4,149.3,69,10.7,3,0,629.3,268,137.8029197080292,58.68613138686132,0.016976043154053624,0,6.446195896519065,4.933055083211905,4.089099688333852,0
0,0,0,140.0,106,153.7,50.1,87,12.5,1,2,356.3,295,69.86274509803923,57.84313725490196,0.03498460677301987,0,5.878575765029364,4.260744838427848,4.074875212716042,0
0,0,0,179.2,59,283.3,285.4,83,5.8,7,2,753.6999999999999,250,347.8615384615384,115.38461538461537,0.007685172916390619,0,6.626320319290823,5.854675105548557,4.7569003563268195,0
1,0,0,237.3,103,176.7,263.4,81,14.2,4,0,691.6,272,124.23952095808384,48.8622754491018,0.020502454519203,0,6.540452631968321,4.830228071459544,3.909264713819064,1
0,0,0,181.5,116,187.0,220.3,96,10.5,7,1,599.3,338,152.364406779661,85.93220338983052,0.017491254372813594,0,6.3974295302577975,5.032816833194536,4.465128543483549,0
0,1,19,155.7,104,185.4,192.7,116,8.2,2,3,542.0,340,111.36986301369862,69.86301369863013,0.015101289134438305,0,6.297109319933935,4.721795778854359,4.260748628855124,0
0,1,23,245.0,88,265.0,239.7,108,14.9,3,2,764.6,304,149.921568627451,59.6078431372549,0.019461859979101357,0,6.640659840138745,5.016760288809992,4.104424309407791,0
1,0,0,111.1,126,313.4,215.7,82,10.5,6,1,650.7,309,110.91477272727275,52.67045454545455,0.016111707841031147,0,6.479584333338335,4.717737623827543,3.9828626554179105,0
0,1,9,88.5,100,324.8,79.9,86,8.2,4,3,501.40000000000003,299,110.6029411764706,65.95588235294117,0.01632165605095541,0,6.219396615153989,4.714947404227806,4.204033930158675,0
0,1,44,116.0,85,150.1,246.8,98,12.0,2,1,524.9000000000001,305,104.28476821192055,60.59602649006623,0.022818026240730174,0,6.2651110805952985,4.656668757318134,4.120597363427542,0
0,0,0,155.5,81,133.1,253.1,77,9.1,2,1,550.8000000000001,254,98.94610778443115,45.628742514970064,0.016491482421167086,0,6.313185661783185,4.604631118561662,3.842217143160231,0
0,1,31,175.2,68,199.2,219.8,99,13.2,6,1,607.4000000000001,246,187.85567010309282,76.08247422680412,0.02169625246548323,0,6.410832560385138,5.240983073082076,4.344875942496532,0
0,0,0,154.7,84,177.8,172.9,90,5.9,2,4,511.29999999999995,301,80.30890052356021,47.27748691099477,0.01151668943978138,1,6.238910390945157,4.398255488096103,3.8769653424925115,1
1,1,32,218.4,93,236.7,192.2,137,13.2,3,0,660.5,365,215.3804347826087,119.02173913043478,0.019954648526077097,0,6.494509983555011,5.377038130604893,4.78767288579495,1
0,1,24,227.5,81,234.9,166.4,128,9.0,13,1,637.8,293,127.55999999999999,58.6,0.01408891671884784,0,6.459591416340857,4.856395721429257,4.087655574071304,0
0,1,30,185.0,117,249.5,157.8,103,7.4,7,0,599.6999999999999,368,112.44375,69.0,0.01231896121191943,0,6.3980956418561155,4.73130711936015,4.248495242049359,0
0,0,0,186.8,89,253.4,273.1,105,12.3,6,2,725.6,251,435.36000000000007,150.60000000000002,0.016928158546655657,0,6.588376119787101,6.078467590729556,5.021245473208271,0
0,0,0,208.7,150,212.8,178.1,98,8.5,4,0,608.1,356,128.4718309859155,75.21126760563381,0.013955015596782137,0,6.411982457842439,4.863463336134112,4.3335093206014195,0
0,0,0,185.9,95,212.0,282.3,81,11.3,4,3,691.5,278,193.87850467289718,77.94392523364486,0.016317689530685922,0,6.540308238061494,5.272376311426091,4.36873779326559,0
0,0,0,222.5,74,169.7,264.3,94,9.0,3,2,665.5,246,143.63309352517987,53.09352517985612,0.01350337584396099,0,6.502040139618764,4.974200146092737,3.9907144962473353,0
0,0,0,201.1,101,170.7,237.4,113,11.6,3,3,620.8,303,134.95652173913044,65.86956521739131,0.018655516243165006,0,6.432618497624653,4.9123351415286916,4.20274393413644,0
0,1,17,167.9,114,243.7,211.9,114,9.1,2,1,632.6,323,174.11009174311928,88.89908256880734,0.014362373737373736,0,6.451417840500216,5.165414871800749,4.498687736406675,0
0,0,0,175.7,109,211.8,137.9,109,9.2,3,5,534.6,318,235.8529411764706,140.29411764705884,0.017176997759522028,1,6.283387613817017,5.467439447179384,4.950843658583713,1
0,1,29,111.2,90,263.5,224.7,128,9.0,6,6,608.4,322,131.30935251798562,69.49640287769785,0.014768624876928127,1,6.412474866551609,4.885142760368289,4.255561685505127,1
0,0,0,87.7,74,214.8,201.3,147,10.8,6,1,514.6,285,142.94444444444446,79.16666666666667,0.02094647013188518,0,6.245331271065032,4.969427422665945,4.384107800877707,0
0,0,0,244.1,99,246.9,200.0,133,7.2,2,0,698.2,345,127.71951219512195,63.109756097560975,0.010297482837528604,0,6.549936824341326,4.857635713018168,4.1605965535551945,0
0,1,27,165.0,89,127.3,284.4,95,7.7,4,2,584.4000000000001,306,227.68831168831176,119.22077922077924,0.013153399385035871,0,6.372295374257786,5.432359992107094,4.789329879213527,0
0,1,27,127.4,110,103.3,164.2,73,9.1,3,0,404.0,285,136.17977528089887,96.06741573033707,0.022469135802469134,0,6.003887067106539,4.921292293936715,4.575405744626744,0
0,0,0,194.8,106,292.7,224.6,82,5.5,3,0,717.6,294,118.93922651933703,48.729281767955804,0.007653771221820206,0,6.5773048746794185,4.7869851688229295,3.9065939299912595,0
0,0,0,54.7,131,256.1,176.6,135,11.1,4,1,498.5,375,94.05660377358491,70.75471698113208,0.022222222222222223,0,6.2136075980886085,4.554472543360434,4.273253594376138,0
0,1,27,283.4,104,224.1,241.3,63,14.4,7,2,763.1999999999999,326,167.12408759124088,71.38686131386862,0.018843234755299663,0,6.6388295350128,5.12470232337478,4.282024809358,0
1,0,0,258.0,112,246.5,173.2,100,10.9,3,0,688.6,332,123.70059880239522,59.640718562874255,0.015806264501160093,0,6.536111719349483,4.825915654618289,4.10496659091553,1
0,0,0,90.5,142,211.7,194.9,76,9.3,2,1,506.40000000000003,295,143.32075471698116,83.49056603773585,0.018328734726054396,0,6.229299647165181,4.972038285769744,4.436639883606579,0
0,0,0,235.6,132,115.9,185.4,136,16.2,2,0,553.1,399,307.27777777777777,221.66666666666666,0.029236599891716293,0,6.317345175873304,5.731001252429737,5.405675884868536,0
0,0,0,142.5,82,231.4,131.2,67,10.0,4,2,515.0999999999999,263,77.65326633165827,39.64824120603015,0.019376089905057164,0,6.246300545154681,4.36504915860581,3.7049555682934603,0
0,0,0,54.0,68,179.3,247.2,101,10.2,8,1,490.7,273,245.35,136.5,0.02074435631482611,0,6.197868774417894,5.506753288989972,4.923623917106626,0
0,0,0,214.8,87,131.0,216.9,104,9.4,3,3,572.1,308,171.63,92.39999999999999,0.016402024079567267,0,6.351060221557692,5.151150575828457,4.536891345234797,0
1,0,0,251.4,118,196.6,192.0,53,11.0,2,0,651.0,253,238.17073170731706,92.5609756097561,0.01687116564417178,0,6.480044561926653,5.47717765550687,4.538613369299021,1
0,0,0,139.0,99,250.7,286.2,87,6.1,3,4,682.0,297,620.0,270.0,0.008931185944363103,1,6.52649485957079,6.431331081933479,5.602118820879701,0
0,0,0,117.3,114,208.7,203.4,98,14.4,2,2,543.8,319,239.91176470588235,140.73529411764707,0.026431718061674013,0,6.300418754835302,5.4844307448994405,4.953961192024171,0
0,0,0,264.0,108,132.2,177.7,91,10.6,8,3,584.5,282,130.8582089552239,63.134328358208954,0.018104184457728437,0,6.372466183037772,4.881727170665739,4.160979764384029,0
0,0,0,82.6,105,204.0,224.2,122,9.1,4,1,519.9,330,273.63157894736844,173.6842105263158,0.01746976387022461,0,6.255558084751145,5.615430486530233,5.1629798325535345,0
0,0,0,220.4,100,211.2,259.3,112,13.6,8,2,704.5000000000001,299,491.5116279069768,208.6046511627907,0.019277108433734935,0,6.558906771292869,6.199518070296837,5.345223142862848,0
0,0,0,217.0,104,152.3,134.3,109,11.8,4,2,515.4,300,188.5609756097561,109.7560975609756,0.022850503485670026,0,6.246881658972487,5.244710743793023,4.707330464393643,0
0,1,25,129.0,77,290.0,177.1,110,11.6,5,1,607.7,302,126.60416666666669,62.91666666666667,0.01905700673566617,0,6.411325535499879,4.848933024505037,4.157580151579256,0
0,0,0,150.5,106,152.9,215.9,86,3.5,3,1,522.8,307,84.32258064516128,49.516129032258064,0.006681939671630394,0,6.261109932073611,4.446439139807254,3.922292672065602,0
0,0,0,189.5,122,103.8,180.6,106,10.8,5,2,484.7,328,158.05434782608694,106.95652173913042,0.022235948116121066,0,6.1855911493516995,5.069245954043386,4.6817285695790165,0
0,0,0,129.3,80,142.7,258.3,89,12.3,4,3,542.5999999999999,274,198.51219512195118,100.24390243902438,0.022626931567328923,0,6.298213682276988,5.295875362892485,4.617532481348731,0
0,0,0,115.6,77,213.6,218.4,72,10.7,6,1,558.3000000000001,255,95.16477272727275,43.46590909090909,0.01913105667799034,0,6.326686001827542,4.566063102742324,3.794722807732206,0
0,1,23,221.9,114,254.7,250.5,117,7.2,5,2,734.3000000000001,320,146.86,64.0,0.009791921664626682,0,6.600278579202176,4.996265880128954,4.174387269895637,0
0,0,0,61.3,91,194.4,143.1,80,11.4,9,1,410.19999999999993,274,102.54999999999998,68.5,0.027723735408560317,0,6.019079714140955,4.640054587841593,4.241326752570746,0
1,0,0,183.8,113,164.7,111.0,87,10.1,4,1,469.6,314,79.59322033898304,53.220338983050844,0.021461963450913727,0,6.154008476293262,4.389414531073771,3.9930560960437984,0
0,0,0,167.4,68,143.8,140.1,111,10.3,3,0,461.6000000000001,256,73.26984126984128,40.63492063492063,0.022265456117596193,0,6.136862749797339,4.307704964474683,3.7289392534753407,1
0,1,27,154.1,122,195.3,276.7,86,13.2,2,4,639.3,360,184.41346153846152,103.84615384615384,0.020615336560987036,1,6.461936816524757,5.222588258578233,4.652494074234996,0
0,0,0,198.3,80,187.0,133.5,96,16.6,4,2,535.4,269,137.28205128205127,68.97435897435898,0.030947054436987326,0,6.284880151407523,4.92929544920758,4.2481288745786925,0
0,0,0,128.3,78,215.3,143.7,140,14.3,9,2,501.6,347,116.65116279069768,80.69767441860465,0.028452049343414245,0,6.2197946251094915,4.767723998598374,4.403025536572264,0
0,0,0,187.9,110,200.5,202.6,125,10.2,11,2,601.2,347,112.02484472049692,64.65838509316771,0.01693789438724676,0,6.400589616047633,4.72760765932878,4.1844653167842,0
0,0,0,129.2,71,214.1,214.9,100,10.3,4,5,568.4999999999999,243,143.31932773109241,61.26050420168067,0.018086040386303782,1,6.3447587828872365,4.972028398120901,4.131327263305128,1
1,0,0,125.5,106,128.9,251.9,129,6.3,6,4,512.6,337,100.50980392156863,66.07843137254902,0.012266355140186916,1,6.2414447523757515,4.6201553841775755,4.205862552253279,1
0,1,26,257.2,108,224.3,204.0,118,12.6,4,1,698.1,352,130.89375,66.0,0.018023172650550708,0,6.5497937935179396,4.881996674218486,4.204692619390966,0
0,0,0,124.6,90,146.4,169.4,95,10.5,6,1,450.9,261,104.86046511627907,60.697674418604656,0.0232352290329719,0,6.1134609164172335,4.662121860112604,4.122246238444177,0
0,0,0,175.1,144,216.9,243.7,146,9.9,3,1,645.6,362,293.45454545454544,164.54545454545453,0.015310856789359728,0,6.471727865291332,5.685124646372959,5.109245806929238,0
0,0,0,124.3,91,173.4,256.3,109,7.5,5,3,561.5,310,143.97435897435898,79.48717948717949,0.013333333333333334,0,6.332391134078575,4.976556892123889,4.3880979107123075,0
0,0,0,271.6,130,156.0,136.3,108,11.6,9,2,575.5000000000001,378,102.15976331360947,67.10059171597632,0.020121422376409362,0,6.3569753397091135,4.636278886648448,4.220985902045418,0
0,0,0,219.9,80,143.3,130.6,69,11.7,7,1,505.50000000000006,273,69.24657534246576,37.397260273972606,0.023099703849950637,0,6.227524323688738,4.252011557452115,3.6479861100163973,0
0,1,33,183.3,115,201.4,177.4,84,10.4,15,3,572.5,301,136.3095238095238,71.66666666666666,0.018134263295553617,0,6.351757936569426,4.9222376753320445,4.285882774120979,0
0,0,0,101.1,119,214.4,179.5,112,10.3,5,2,505.3,303,106.75352112676056,64.01408450704226,0.02034366976101126,0,6.227129378975864,4.679846407120553,4.1746039311466205,0
0,1,41,171.6,110,136.1,183.4,103,10.8,7,0,501.90000000000003,298,109.10869565217394,64.78260869565217,0.021475442433883475,0,6.220391343177919,4.701468020193689,4.186355497859206,0
0,1,20,211.9,110,215.1,238.5,107,9.4,2,0,674.9,339,134.08609271523179,67.35099337748345,0.013907382748927357,0,6.5160451361063085,4.905912298995539,4.224656096751009,0
0,0,0,63.7,101,195.8,210.1,87,10.0,6,1,479.6,289,98.54794520547945,59.38356164383561,0.020807324178110695,0,6.175035323302368,4.6006393894682445,4.100716909684359,0
0,0,0,173.4,100,213.7,141.5,69,11.5,4,1,540.1,247,84.8324607329843,38.79581151832461,0.02125300314174829,0,6.29360410464869,4.452397265166346,3.6837616685194106,0
