State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
CA,137.0,415,No,Yes,22,189.6,46.5,179.0,137.0,179.6,126,11.4,5.0,2.0,False
MI,116.0,408,No,No,0,133.3,94.0,247.8,126.0,219.0,78,11.3,5.0,3.5,True
WV,94.0,415,No,Yes,28,92.7,107.0,127.8,86.0,225.6,86,9.9,4.0,3.0,False
DE,87.0,415,No,No,0,177.2,72.0,248.9,105.0,200.8,87,8.6,7.0,3.0,False
FL,120.0,415,No,No,0,184.5,103.0,209.0,86.0,169.7,70,10.2,6.0,2.0,False
AK,97.0,415,No,Yes,24,176.1,109.0,159.4,81.0,269.1,94,12.1,9.0,0.0,False
ID,134.0,415,No,No,0,204.7,108.0,143.1,105.0,165.8,84,11.0,4.0,3.5,False
OH,68.0,510,No,No,0,143.6,80.0,134.3,65.0,215.6,84,15.5,5.0,2.0,False
NH,93.0,408,No,No,0,179.3,93.0,188.8,65.0,253.2,88,12.1,5.0,1.0,False
MA,120.0,415,No,No,0,137.3,100.0,212.2,129.0,152.7,92,10.5,2.0,1.0,False
SC,41.0,408,No,No,0,237.8,92.0,223.5,154.5,217.4,90,10.2,6.0,2.0,False
OR,80.0,510,No,No,0,203.7,92.0,216.4,97.0,154.2,66,7.6,5.0,2.0,False
OH,83.0,415,No,Yes,25,191.3,95.0,250.7,136.0,249.4,86,17.5,5.0,2.0,False
NC,109.0,510,Yes,No,0,209.1,141.0,205.0,93.0,119.4,111,7.8,3.0,2.0,False
KY,66.0,510,No,Yes,33,88.8,104.0,109.6,94.0,172.7,107,7.1,9.0,3.0,False
WA,89.0,510,No,No,0,137.9,96.0,192.6,63.0,255.7,125,11.0,5.0,1.0,False
RI,117.0,408,No,Yes,13,207.6,65.0,152.7,77.0,232.8,95,9.7,3.0,1.0,False
KS,128.0,510,No,No,0,268.1,95.0,120.5,126.0,220.8,121,14.4,6.0,2.0,False
NV,88.0,415,No,No,0,166.7,61.0,179.3,88.0,242.7,131,6.8,7.0,3.5,True
FL,22.0,415,No,No,0,181.8,108.0,198.6,148.0,206.6,96,9.3,3.0,2.0,False
WY,78.0,415,No,No,0,147.1,80.0,199.7,100.0,160.7,106,13.7,7.0,0.0,False
WA,56.0,415,No,Yes,29,37.7,115.0,144.1,111.0,226.6,101,4.9,3.0,1.0,False
CO,192.0,415,No,No,0,185.0,88.0,224.9,98.0,212.4,105,11.4,3.0,2.0,False
WI,70.0,415,No,No,0,156.4,108.0,171.0,116.0,196.1,96,8.6,4.0,2.0,False
KS,148.0,510,No,No,0,239.3,84.0,195.7,85.0,232.6,104,10.9,3.0,1.0,False
MT,119.0,510,No,No,0,134.9,70.0,211.5,74.0,188.5,105,11.3,6.0,1.0,False
CO,80.0,415,No,No,0,194.8,116.0,209.9,93.0,194.1,100,12.8,3.0,0.0,False
FL,113.0,510,No,No,0,92.6,85.0,177.6,92.0,159.8,72,14.4,4.0,3.0,False
VT,75.0,510,No,No,0,209.4,133.0,211.5,121.0,291.2,123,7.2,4.0,1.0,False
OH,80.0,415,No,No,0,197.6,83.0,164.5,86.0,94.0,98,6.4,6.0,1.0,False
NH,148.0,408,No,No,0,34.64999999999996,121.0,161.7,125.0,203.1,82,10.6,6.0,1.0,False
FL,97.0,415,No,Yes,28,202.3,97.0,69.2,84.0,257.6,64,6.7,3.0,1.0,False
MD,166.0,415,No,No,0,136.1,116.0,181.4,93.0,131.4,108,11.3,4.0,0.0,False
WY,94.0,408,No,No,0,207.0,109.0,167.4,80.0,238.2,117,3.1000000000000005,6.0,1.0,False
FL,85.0,408,No,Yes,33,207.9,95.0,233.5,88.0,221.3,92,13.5,3.0,1.0,False
TN,80.0,415,Yes,No,0,276.5,122.0,195.6,79.0,210.3,78,7.2,3.0,1.0,True
NC,206.5,415,No,Yes,31,313.8,87.0,147.7,103.0,192.7,97,10.1,7.0,3.0,False
IN,88.0,415,Yes,Yes,25,288.5,114.0,203.4,74.0,228.4,117,13.0,5.0,1.0,False
WV,154.0,408,No,Yes,35,64.9,76.0,184.1,91.0,151.6,75,14.6,1.0,1.0,False
UT,32.0,510,No,Yes,26,243.5,137.0,236.8,108.0,173.3,149,9.0,9.0,1.0,False
GA,18.0,408,No,No,0,197.0,97.0,203.7,107.0,202.0,105,8.7,3.0,3.0,False
AK,126.0,415,No,Yes,31,278.0,88.0,253.2,65.0,223.2,114,8.7,4.0,0.0,False
UT,144.0,510,No,Yes,37,219.9,102.0,222.1,77.0,118.5,111,10.0,4.0,1.0,False
AR,86.0,408,No,Yes,16,145.7,88.0,191.0,129.0,215.5,82,11.3,7.0,0.0,False
AK,138.0,415,No,Yes,37,75.8,102.0,173.6,147.0,162.6,96,8.2,10.5,0.0,False
AK,146.0,415,No,No,0,195.9,86.0,228.6,82.0,303.5,94,12.2,4.0,3.0,False
WV,74.0,510,No,No,0,124.0,102.0,262.1,101.0,268.2,98,11.7,2.0,2.0,False
CT,48.0,415,No,No,0,171.9,98.0,159.0,127.0,139.5,101,7.6,3.0,2.0,False
GA,74.0,510,No,Yes,31,249.4,70.0,209.5,59.0,180.6,75,9.9,2.0,3.5,False
NV,105.0,415,Yes,No,0,228.4,100.0,145.1,108.0,245.3,140,7.7,7.0,0.0,False
VT,157.0,510,No,No,0,168.6,71.0,205.1,48.0,175.8,88,5.9,2.0,3.0,False
DC,206.5,415,No,No,0,123.7,138.0,248.5,105.0,269.6,78,13.3,4.0,0.0,False
TN,68.0,415,No,No,0,178.7,61.0,252.3,84.0,255.7,76,8.4,4.0,1.0,False
OR,80.0,415,No,No,0,113.2,86.0,185.5,97.0,237.3,145,9.5,5.0,1.0,False
MS,38.0,415,No,Yes,25,142.4,106.0,313.7,109.0,126.6,117,13.4,6.0,2.0,False
NC,107.0,415,No,Yes,38,204.2,57.0,205.9,92.0,286.5,80,8.3,4.0,0.0,False
CO,140.0,415,No,No,0,149.7,71.0,212.5,97.0,245.9,67,12.6,4.0,3.0,False
AR,98.0,415,No,No,0,227.1,116.0,120.5,103.0,117.0,102,4.7,4.0,3.5,True
PA,114.0,415,No,No,0,155.3,75.0,169.9,87.0,207.0,133,12.6,5.0,2.0,False
MN,46.0,408,No,No,0,156.4,105.0,185.5,98.0,226.7,96,11.8,3.0,1.0,False
NM,118.0,415,No,Yes,42,148.7,105.0,167.3,105.0,270.6,105,10.4,7.0,0.0,False
UT,37.0,510,No,No,0,271.7,112.0,155.1,96.0,199.5,97,6.6,4.0,3.0,False
NE,34.0,415,No,No,0,193.7,74.0,126.9,84.0,221.2,152,8.8,4.0,0.0,False
NV,113.0,510,No,No,0,245.3,108.0,259.9,140.0,204.3,115,10.7,2.0,3.0,True
OR,69.0,408,No,No,0,196.1,87.0,236.8,66.0,182.3,75,11.9,1.0,0.0,False
NJ,59.0,510,Yes,Yes,31,225.0,78.0,191.3,79.0,226.7,79,9.1,3.0,1.0,False
WV,59.0,510,No,No,0,189.7,100.0,115.9,133.0,220.6,115,7.4,4.0,0.0,False
OR,190.0,415,No,No,0,142.9,96.0,177.9,96.0,113.3,117,6.6,4.0,0.0,False
KY,109.0,415,No,No,0,175.6,80.0,238.0,94.0,198.4,103,10.2,6.0,1.0,False
MO,136.0,415,No,No,0,92.4,109.0,219.0,115.0,212.6,80,12.9,4.0,2.0,False
TX,86.0,510,No,No,0,92.8,92.0,159.6,87.0,148.7,115,8.8,5.0,1.0,False
MN,100.0,415,No,Yes,27,221.7,100.0,236.1,70.0,192.7,91,8.0,4.0,0.0,False
FL,106.0,510,No,No,0,159.6,94.0,276.8,118.0,223.5,65,8.8,3.0,0.0,False
WV,129.0,415,No,No,0,159.1,100.0,202.5,90.0,233.1,96,11.5,6.0,2.0,False
IN,205.0,510,No,No,0,49.9,123.0,150.7,81.0,188.2,67,10.1,4.0,2.0,False
OK,93.0,415,No,Yes,32,116.9,120.0,232.4,97.0,127.7,112,11.0,9.0,0.0,False
DE,99.0,415,No,No,0,254.4,120.0,159.3,92.0,264.4,94,6.0,5.0,1.0,False
IL,71.0,415,No,No,0,207.0,112.0,173.8,96.0,178.4,61,12.1,3.0,1.0,False
UT,4.0,510,Yes,No,0,145.3,89.0,303.8,93.0,206.1,82,8.9,4.0,0.0,False
IL,148.0,408,No,Yes,25,230.7,102.0,233.8,109.0,215.8,90,13.5,2.0,3.0,False
WA,141.0,415,No,No,0,151.5,104.0,242.2,114.0,304.2,109,10.8,2.0,1.0,False
NM,56.0,408,No,No,0,146.1,57.0,196.2,97.0,310.1,110,9.2,3.0,0.0,False
VA,43.0,408,No,Yes,35,200.2,105.0,244.4,88.0,207.2,97,11.6,4.0,3.0,False
MT,42.0,415,No,No,0,150.7,52.0,246.7,96.0,103.8,118,7.0,4.0,2.0,False
CT,135.0,415,Yes,No,0,186.0,107.0,66.0,94.0,213.1,105,12.9,4.0,1.0,False
AL,106.0,415,No,No,0,212.9,110.0,187.0,69.0,128.1,71,6.3,3.0,3.0,False
WV,106.0,510,No,No,0,194.8,133.0,213.4,73.0,190.8,92,11.5,7.0,0.0,False
MO,83.0,415,No,Yes,30,272.5,105.0,253.0,83.0,180.8,123,8.7,6.0,3.0,False
ND,110.0,415,No,No,0,135.1,109.0,205.2,99.0,166.3,119,11.7,4.0,1.0,False
GA,109.0,510,No,Yes,35,230.5,116.0,265.8,130.0,269.7,69,10.6,6.0,3.5,False
LA,124.0,510,No,No,0,143.3,120.0,230.7,111.0,214.3,91,7.8,2.0,3.5,True
UT,110.0,415,No,No,0,271.1,108.0,237.0,122.0,239.9,122,9.8,5.0,2.0,True
AZ,124.0,415,No,No,0,253.5,104.0,117.9,123.0,248.5,104,14.0,2.0,0.0,False
NY,82.0,415,No,No,0,167.1,77.0,131.8,79.0,187.4,98,9.4,1.0,3.5,True
AL,137.0,415,No,No,0,104.7,115.0,249.8,144.0,192.3,99,8.9,2.0,1.0,False
IN,69.0,510,No,No,0,135.4,101.0,238.1,124.0,195.6,102,10.6,2.0,1.0,False
NM,16.0,510,No,No,0,144.8,84.0,164.9,141.0,231.5,75,8.2,4.0,2.0,False
AL,119.0,415,No,No,0,98.8,97.0,146.9,68.0,190.7,105,10.0,4.0,3.0,False
MN,124.0,510,Yes,No,0,157.8,71.0,203.2,114.0,168.7,82,10.0,2.0,3.0,True
NY,122.0,415,No,Yes,37,163.0,107.0,312.8,118.0,200.0,85,11.6,5.0,1.0,False
MD,139.0,415,No,No,0,181.6,119.0,335.7,118.0,149.8,64,8.3,6.0,3.5,False
KS,67.0,510,No,No,0,129.0,78.0,188.0,116.0,235.0,102,11.2,3.0,2.0,False
WV,84.0,408,No,No,0,86.0,83.0,260.7,86.0,98.6,109,8.9,4.0,1.0,False
ID,101.0,510,No,Yes,17,193.9,71.0,189.8,81.0,196.3,97,12.6,7.0,0.0,False
LA,40.0,510,No,No,0,109.4,107.0,244.7,102.0,276.9,123,7.1,7.0,0.0,False
MI,61.0,415,No,No,0,188.9,105.0,153.6,116.0,213.3,106,10.2,2.0,2.0,False
TN,120.0,408,Yes,No,0,179.9,72.0,170.0,98.0,190.6,89,13.8,2.0,1.0,True
CA,95.0,415,No,No,0,183.4,98.0,281.3,95.0,105.2,113,8.2,8.0,1.0,False
FL,98.0,408,No,No,0,288.1,101.0,137.9,93.0,206.5,88,3.1000000000000005,0.0,0.0,False
LA,114.0,415,No,No,0,169.2,96.0,149.9,83.0,196.9,119,4.6,4.0,2.0,False
CT,22.0,408,No,No,0,207.7,116.0,210.6,99.0,238.2,88,9.6,5.0,0.0,False
PA,176.0,415,No,No,0,169.5,151.0,112.9,84.0,64.54999999999998,99,8.7,4.0,0.0,False
TX,152.0,415,No,No,0,141.5,102.0,263.0,94.0,207.1,113,3.4,4.0,2.0,False
VA,118.0,408,No,No,0,154.8,71.0,244.0,73.0,159.6,81,12.8,4.0,0.0,False
MO,101.0,415,Yes,No,0,133.5,51.0,219.6,96.0,210.0,74,11.7,4.0,1.0,False
ND,118.0,408,No,No,0,224.6,94.0,225.9,120.0,269.0,105,12.5,8.0,2.0,False
FL,105.0,415,No,No,0,273.8,97.0,289.7,106.0,269.1,126,5.8,3.0,2.0,True
KY,71.0,415,No,No,0,104.0,92.0,197.0,125.0,110.1,123,14.6,8.0,0.0,False
MD,71.0,415,No,Yes,31,115.4,90.0,217.4,78.0,239.9,102,13.1,4.0,1.0,False
IN,68.0,415,No,No,0,222.1,107.0,199.4,102.0,162.4,107,9.4,3.0,2.0,False
MA,66.0,415,No,No,0,116.4,98.0,95.6,74.0,181.5,94,10.5,3.0,3.0,False
ND,101.0,415,No,No,0,217.7,118.0,231.7,128.0,185.3,128,3.1000000000000005,0.0,3.0,False
VT,116.0,415,No,No,0,129.4,84.0,157.3,89.0,215.5,77,13.3,3.0,0.0,False
CT,54.0,415,No,Yes,33,161.8,73.0,273.0,58.0,153.9,76,13.7,4.0,0.0,False
VA,112.0,408,No,Yes,29,198.8,122.0,238.6,114.0,289.5,69,11.5,5.0,1.0,False
MS,122.0,408,No,Yes,45,147.8,85.0,147.4,93.0,203.5,110,14.0,5.0,1.0,False
AK,74.0,415,No,No,0,262.3,114.0,198.9,96.0,165.9,90,6.6,5.0,3.0,False
WY,90.0,415,No,No,0,246.4,83.0,160.3,88.0,170.9,99,7.6,7.0,1.0,False
NY,112.0,415,No,No,0,174.3,123.0,140.2,124.0,215.4,89,9.0,6.0,3.5,True
NC,85.0,510,No,No,0,183.4,111.0,168.8,98.0,199.7,97,9.9,4.0,3.5,False
IL,100.0,415,No,No,0,191.9,95.0,200.9,101.0,271.9,74,17.5,3.0,1.0,False
OH,114.0,415,No,No,0,187.8,109.0,154.6,97.0,213.9,102,10.1,3.0,2.0,False
RI,83.0,510,No,No,0,259.7,106.0,152.7,116.0,224.7,92,10.2,2.0,0.0,False
WY,157.0,415,Yes,No,0,180.4,123.0,194.0,98.0,227.3,88,8.4,5.0,0.0,False
OR,51.0,510,No,No,0,51.8,107.0,230.2,104.0,227.5,118,10.4,4.0,2.0,False
NV,42.0,415,No,No,0,303.9,106.0,232.2,54.0,147.1,76,5.8,3.0,1.0,True
ND,101.0,415,No,Yes,36,123.7,125.0,172.6,106.0,280.5,127,8.8,4.0,1.0,True
OR,112.0,510,No,No,0,206.2,122.0,164.5,94.0,140.3,101,12.6,7.0,3.0,False
ND,56.0,510,No,No,0,164.3,92.0,233.7,107.0,187.3,104,11.8,1.0,2.0,False
NJ,53.0,408,No,No,0,228.6,117.0,132.8,123.0,227.2,124,10.1,2.0,3.5,True
WV,64.0,415,No,Yes,22,200.4,80.0,131.1,84.0,230.7,67,7.6,5.0,1.0,False
VA,123.0,408,No,No,0,154.3,107.0,183.0,111.0,64.54999999999998,134,10.9,8.0,0.0,False
ID,68.0,510,No,Yes,30,122.9,93.0,233.5,91.0,199.5,144,9.6,2.0,2.0,False
CT,40.0,510,Yes,No,0,220.8,100.0,265.7,106.0,212.8,94,6.4,3.0,0.0,False
NM,132.0,408,No,No,0,214.6,78.0,251.7,98.0,240.8,88,13.9,2.0,0.0,False
CT,120.0,408,Yes,No,0,202.0,123.0,184.3,78.0,176.0,89,7.4,2.0,2.0,True
MI,108.0,408,No,Yes,32,209.5,108.0,109.6,64.0,189.7,145,9.1,6.0,3.5,True
SC,161.0,510,No,No,0,297.9,141.0,238.1,107.0,240.5,93,8.9,5.0,1.0,True
SC,130.0,415,No,No,0,212.8,102.0,189.8,137.0,170.1,105,10.6,4.0,0.0,True
MT,130.0,408,No,Yes,19,152.9,87.0,213.2,99.0,205.3,114,10.8,6.0,2.0,False
WY,90.0,510,No,No,0,125.4,154.5,269.1,83.0,238.6,103,11.0,7.0,1.0,False
NE,139.0,415,No,Yes,25,138.3,96.0,80.6,79.0,163.7,83,8.3,8.0,0.0,False
IN,57.0,415,No,No,0,189.3,154.5,174.9,70.0,221.9,117,11.2,5.0,3.0,False
CO,128.0,510,No,No,0,199.3,86.0,194.8,102.0,298.2,82,14.3,2.0,3.5,False
MD,107.0,415,No,No,0,294.9,71.0,192.8,78.0,148.1,87,13.2,5.0,1.0,True
OK,177.0,408,No,No,0,175.4,99.0,155.3,83.0,179.4,86,11.5,3.0,1.0,False
SD,121.0,415,No,No,0,179.4,70.0,143.0,93.0,116.3,113,11.2,5.0,1.0,False
SC,99.0,510,Yes,Yes,39,126.8,94.0,293.6,115.0,174.1,91,8.4,4.0,0.0,False
NY,77.0,415,No,Yes,33,143.0,101.0,212.2,102.0,104.9,120,15.3,4.0,3.5,True
WV,21.0,415,No,No,0,91.9,109.0,198.4,111.0,171.7,125,13.0,7.0,2.0,False
WA,56.0,408,No,No,0,210.4,80.0,176.6,96.0,149.7,56,15.5,4.0,1.0,False
ID,92.0,415,No,Yes,29,201.3,130.0,203.7,115.0,129.9,113,6.4,6.0,1.0,True
MN,81.0,510,No,No,0,145.6,59.0,287.9,131.0,181.7,121,9.2,4.0,2.0,False
TX,139.0,510,Yes,Yes,31,203.5,82.0,200.3,72.0,214.0,112,13.4,6.0,1.0,True
AZ,68.0,415,No,No,0,232.4,76.0,153.3,103.0,214.6,107,10.5,2.0,1.0,False
DE,183.0,415,No,Yes,8,86.5,119.0,285.2,97.0,180.4,133,8.7,2.0,2.0,False
WI,165.0,408,No,No,0,156.0,88.0,276.1,81.0,175.9,94,9.3,5.0,1.0,False
WI,89.0,415,No,No,0,325.45000000000005,112.0,165.1,110.0,162.9,97,7.5,1.0,1.0,True
NJ,59.0,510,No,No,0,195.0,58.0,198.5,88.0,304.3,110,14.8,9.0,0.0,False
IL,16.0,415,Yes,No,0,110.0,91.0,147.3,75.0,190.5,73,6.4,7.0,0.0,False
DC,114.0,415,No,No,0,147.1,119.0,161.0,111.0,275.9,106,9.0,3.0,3.5,True
IA,113.0,510,No,No,0,156.0,141.0,256.8,72.0,175.3,123,11.9,5.0,2.0,False
GA,120.0,408,No,No,0,98.2,99.0,186.7,85.0,146.7,96,9.3,4.0,2.0,False
AK,115.0,415,No,No,0,210.6,120.0,153.1,84.0,262.2,79,11.0,5.0,0.0,False
MN,100.0,415,Yes,No,0,159.9,94.0,179.9,95.0,154.4,102,11.6,2.0,2.0,True
SC,1.0,408,No,No,0,123.8,113.0,236.2,77.0,73.2,81,3.7,2.0,0.0,False
MT,97.0,415,No,Yes,15,117.6,97.0,196.3,126.0,157.4,113,6.4,3.0,1.0,False
KY,55.0,415,No,Yes,28,105.3,82.0,197.4,109.0,187.5,91,8.6,6.0,2.0,False
WV,75.0,415,No,No,0,111.7,121.0,237.3,119.0,253.5,110,13.1,6.0,1.0,False
ID,83.0,415,No,No,0,159.3,104.0,202.3,98.0,229.0,73,9.5,3.0,2.0,False
MN,40.0,510,No,No,0,81.7,123.0,210.2,108.0,212.0,64,11.3,3.0,3.5,True
MA,101.0,415,No,Yes,21,238.0,88.0,209.6,84.0,233.0,95,10.0,5.0,2.0,False
MD,120.0,415,No,Yes,40,128.1,99.0,247.7,78.0,199.7,121,15.6,3.0,0.0,False
SD,183.0,415,No,Yes,31,171.2,104.0,193.6,74.0,196.5,85,10.2,4.0,1.0,False
PA,75.0,510,No,No,0,109.0,88.0,259.3,120.0,182.1,119,13.3,3.0,3.5,True
KY,80.0,415,No,No,0,220.0,114.0,207.7,76.0,168.4,137,12.1,3.0,2.0,False
ID,88.0,415,No,No,0,55.6,65.0,242.7,121.0,176.3,134,11.3,4.0,0.0,False
NY,112.0,415,No,Yes,23,286.6,79.0,315.3,102.0,193.9,101,10.3,6.0,1.0,False
NM,63.0,510,No,No,0,207.6,96.0,229.0,112.0,162.6,131,13.3,2.0,1.0,False
CA,105.0,415,No,Yes,31,109.6,108.0,249.3,119.0,321.2,101,8.3,4.0,3.5,True
WY,177.0,415,No,No,0,175.7,120.0,168.6,90.0,198.9,110,14.6,4.0,1.0,False
NM,118.0,510,No,No,0,205.2,115.0,184.8,137.0,176.1,115,7.0,6.0,0.0,False
ID,82.0,510,No,Yes,34,232.6,121.0,153.2,115.0,286.7,77,4.7,3.0,3.0,False
NC,74.0,415,No,No,0,102.7,89.0,149.3,100.0,188.1,114,11.0,5.0,0.0,False
AL,125.0,408,No,No,0,169.3,90.0,156.0,138.0,210.8,106,11.6,6.0,2.0,False
VA,138.0,415,No,No,0,251.0,119.0,91.2,96.0,142.2,87,13.8,3.0,3.0,False
ID,119.0,415,No,No,0,230.4,117.0,225.0,101.0,198.5,111,7.6,6.0,3.0,False
NY,137.0,510,No,No,0,109.8,120.0,230.5,86.0,255.8,103,11.9,6.0,1.0,False
NC,182.0,415,No,No,0,279.5,118.0,203.2,113.0,174.2,101,10.7,4.0,2.0,True
HI,134.0,415,No,Yes,38,214.4,93.0,211.7,57.0,165.0,79,10.0,8.0,1.0,False
DC,45.0,415,No,No,0,96.1,103.0,246.8,134.0,229.7,92,9.7,4.0,1.0,False
LA,163.0,408,No,Yes,23,224.0,126.0,233.5,89.0,293.9,104,8.8,4.0,1.0,False
HI,105.0,415,No,No,0,211.1,99.0,176.7,66.0,221.5,96,14.7,7.0,3.5,False
FL,119.0,415,No,No,0,109.2,96.0,153.1,80.0,240.0,102,9.8,5.0,2.0,False
WY,78.0,408,No,No,0,220.0,95.0,179.9,121.0,188.2,109,11.5,5.0,0.0,False
OR,125.0,408,No,Yes,32,96.5,109.0,145.8,109.0,174.4,82,9.4,2.0,1.0,False
IN,88.0,415,No,No,0,183.5,93.0,170.5,80.0,193.8,88,8.3,5.0,3.0,False
MD,83.0,408,No,Yes,38,107.9,90.0,140.4,94.0,253.6,79,10.5,2.0,0.0,False
TN,3.0,510,Yes,No,0,161.0,96.0,244.9,82.0,180.8,103,7.7,6.0,1.0,False
WA,48.0,510,No,No,0,149.2,146.0,161.9,109.0,197.9,109,8.3,2.0,3.0,False
IN,129.0,415,No,No,0,137.8,120.0,225.8,110.0,145.2,95,10.2,6.0,1.0,True
CO,66.0,408,No,Yes,40,141.7,87.0,268.3,89.0,241.3,68,8.5,7.0,0.0,False
TX,80.0,510,No,Yes,22,196.4,115.0,150.3,109.0,176.2,75,9.3,1.0,0.0,False
WV,84.0,408,No,No,0,146.8,133.0,171.7,73.0,234.5,69,9.9,3.0,1.0,False
MA,96.0,415,No,No,0,173.9,111.0,287.4,105.0,204.8,91,9.1,7.0,1.0,False
TN,123.0,415,No,Yes,34,305.2,80.0,156.5,109.0,280.0,81,13.2,7.0,1.0,False
ID,116.0,510,Yes,Yes,29,162.3,91.0,279.3,79.0,192.7,131,11.7,2.0,3.0,True
DE,105.0,415,Yes,No,0,150.0,106.0,293.8,123.0,250.7,65,10.3,7.0,3.0,False
VA,80.0,415,No,No,0,197.5,114.0,206.9,119.0,163.6,109,11.3,4.0,1.0,False
MT,157.0,408,No,No,0,240.2,67.0,153.0,98.0,249.0,72,10.2,6.0,2.0,False
ID,67.0,510,No,Yes,30,186.2,117.0,286.7,76.0,164.3,113,12.9,3.0,2.0,False
MD,79.0,415,No,Yes,17,236.7,95.0,263.5,56.0,259.6,107,12.0,4.0,1.0,False
MS,76.0,408,No,No,0,173.2,93.0,131.2,80.0,170.9,104,5.4,3.0,0.0,False
OH,94.0,415,No,No,0,181.3,135.0,182.4,108.0,180.6,103,6.7,2.0,0.0,False
AR,109.0,510,No,No,0,175.4,125.0,250.7,87.0,289.3,74,9.8,9.0,1.0,False
AZ,138.0,415,No,No,0,87.6,112.0,266.9,107.0,214.6,104,9.8,10.0,2.0,False
SC,73.0,415,No,No,0,203.3,46.5,141.9,87.0,200.7,71,8.5,6.0,0.0,False
KY,21.0,415,No,No,0,92.6,95.0,161.9,70.0,285.0,78,11.3,3.0,3.5,True
NE,103.0,408,No,No,0,160.8,91.0,155.8,82.0,254.3,103,8.5,3.0,1.0,False
MN,79.0,408,No,Yes,32,50.6,62.0,201.4,87.0,146.8,121,4.2,4.0,2.0,False
NV,89.0,415,No,No,0,134.9,59.0,156.0,152.0,197.5,112,10.2,5.0,1.0,False
CA,120.0,415,No,No,0,252.1,110.0,226.1,103.0,155.6,83,13.8,3.0,1.0,False
UT,121.0,415,No,Yes,41,215.5,95.0,241.8,92.0,147.0,108,9.6,3.0,1.0,False
IL,101.0,415,No,No,0,124.8,66.0,257.2,85.0,193.2,115,13.4,4.0,0.0,False
DC,115.0,408,No,No,0,178.7,114.0,271.0,96.0,245.9,94,16.4,5.0,2.0,False
IN,168.0,415,No,No,0,183.2,131.0,179.2,73.0,292.8,100,9.9,5.0,2.0,False
MS,70.0,510,No,No,0,147.1,105.0,200.0,135.0,234.9,65,12.5,9.0,3.0,False
VT,138.0,415,No,No,0,230.1,107.0,212.0,120.0,174.9,119,13.2,4.0,1.0,False
VT,43.0,408,No,No,0,135.8,125.0,163.2,88.0,229.8,106,12.6,3.0,0.0,False
UT,117.0,510,No,Yes,20,205.7,98.0,136.1,107.0,159.4,147,8.7,3.0,2.0,False
KY,108.0,408,No,No,0,73.8,105.0,143.4,114.0,170.2,98,10.9,3.0,2.0,False
VA,118.0,408,No,No,0,189.3,119.0,233.5,112.0,270.9,104,10.0,1.0,2.0,False
AZ,62.0,408,No,Yes,42,137.3,95.0,184.2,94.0,231.4,70,10.2,3.0,0.0,False
NY,86.0,510,No,No,0,70.7,125.0,211.0,113.0,174.6,107,3.1000000000000005,0.0,2.0,False
VA,44.0,408,No,No,0,204.6,117.0,205.2,94.0,164.6,84,10.7,5.0,0.0,False
MD,111.0,510,No,No,0,123.1,88.0,213.9,84.0,184.9,88,12.0,2.0,3.5,True
MA,127.0,510,No,Yes,19,129.7,115.0,160.8,101.0,265.0,63,12.2,3.0,2.0,False
IL,151.0,415,Yes,No,0,198.7,70.0,209.5,106.0,281.9,126,12.4,4.0,0.0,False
PA,137.0,415,No,No,0,215.9,76.0,145.4,118.0,186.9,129,12.1,4.0,1.0,False
TN,106.0,415,No,No,0,119.2,142.0,228.4,139.0,197.9,61,8.4,9.0,2.0,False
NJ,88.0,510,No,No,0,144.3,116.0,156.4,74.0,214.7,90,7.8,10.0,3.0,False
VA,106.0,415,No,No,0,235.2,121.0,220.6,87.0,236.3,91,11.8,4.0,1.0,False
NJ,57.0,510,Yes,No,0,115.0,65.0,122.3,96.0,245.0,75,6.4,1.0,0.0,True
WA,184.0,408,No,No,0,151.7,93.0,178.5,77.0,229.1,111,13.1,8.0,2.0,False
AR,109.0,510,No,No,0,153.1,102.0,234.1,77.0,329.2,74,9.9,9.0,3.0,False
WI,127.0,415,No,No,0,218.6,93.0,149.9,130.0,204.6,131,9.2,5.0,2.0,False
ME,174.0,415,No,No,0,190.3,98.0,252.7,70.0,220.6,97,7.2,9.0,2.0,False
CO,92.0,415,No,No,0,184.7,60.0,262.0,73.0,239.5,120,12.3,6.0,2.0,True
CO,81.0,408,No,No,0,115.3,99.0,224.7,117.0,152.5,98,17.5,2.0,1.0,False
CT,119.0,408,No,No,0,294.2,100.0,232.5,53.0,195.0,64,9.0,1.0,0.0,True
NC,122.0,415,No,No,0,215.6,86.0,167.8,59.0,207.0,67,6.4,8.0,3.0,False
WY,34.0,408,No,No,0,128.8,80.0,208.7,93.0,202.1,103,14.0,7.0,1.0,False
FL,90.0,415,No,Yes,24,71.2,82.0,181.6,103.0,186.9,111,12.9,1.0,1.0,False
KY,73.0,408,No,No,0,94.9,121.0,253.2,83.0,175.1,86,14.2,2.0,2.0,False
SC,19.0,510,No,No,0,259.4,116.0,269.7,109.0,175.3,130,9.5,3.0,1.0,True
WA,120.0,408,No,Yes,28,215.8,123.0,285.2,76.0,192.1,78,6.9,3.0,1.0,False
MT,160.0,415,No,No,0,97.5,113.0,268.1,69.0,255.3,62,13.2,4.0,3.0,False
PA,141.0,510,No,No,0,146.5,121.0,169.9,125.0,238.8,112,8.2,5.0,0.0,False
